,expediente,tipo de contrato,estado,importe,fechas,organo de contratacion
80,"541/2020/2280
Servicio de conservación, mantenimiento y mejora de la infraestructura verde y azul de la ciudad de A Coruña, por lotes.","Servicios
Otros servicios",Resuelta,"18.985.847,88","Publicación PLACSP:
Adjudicación:02/08/2023
Formalización:21/09/2023",Junta de Gobierno del Ayuntamiento de A Coruña
81,"521/2021/158
Obras contenidas en el proyecto constructivo ""Glorieta en As Rañas"" - (Financiado por la Diputación de A Coruña POS+2022)","Obras
Construcción",Resuelta,"282.892,50","Publicación PLACSP:
Adjudicación:15/09/2023
Formalización:21/09/2023",Junta de Gobierno del Ayuntamiento de A Coruña
82,"211/2023/638
Organización del IV Trofeo Ciudad de A Coruña de Marcha Nórdica (Modalidad Open) y del I Campeonato de Galicia de clubes, II Campeonato de Galicia Individual y IV Prueba de la I Copa de la Xunta de Galicia de Marcha Nórdica en la ciudad de A Coruña","Servicios
Servicios de mantenimiento y reparación",Resuelta,"18.196,02","Publicación PLACSP:
Adjudicación:14/09/2023
Formalización:15/09/2023",Junta de Gobierno del Ayuntamiento de A Coruña
83,"370/2023/35 V2
Concierto de una operación de préstamo, con previa apertura de crédito, por importe total máximo de 5.473.562,16 €, destinado a financiar a relación de investimentos incluida en el expediente de modificación de créditos M1/2023, aprobado definitivamente en Pleno el 13 de abril de 2023.",Privado,Resuelta,"5.473.562,16","Publicación PLACSP:
Adjudicación:30/08/2023
Formalización:15/09/2023",Junta de Gobierno del Ayuntamiento de A Coruña
84,"521/2022/807
Procedimiento abierto simplificado para la contratación de las obras de mejora de la accesibilidad en el entorno del CEIP Salgado Torres y Reurbanización de la Plaza Pintor Laxeiro, financiado por la Unión Europea - Next Generation","Obras
Construcción general de inmuebles y obras de ingeniería civil",Evaluación,"335.772,19",Present. Oferta:04/10/2023,Junta de Gobierno del Ayuntamiento de A Coruña
85,"GEY/2023/30
Procedimiento abierto simplificado abreviado para la contratación del servicio de conservación y mantenimiento de las instalaciones y equipos contraincendios situados en diversos edificios y dependencias del Ayuntamiento de A Coruña","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"9.100,00","Publicación PLACSP:
Adjudicación:13/09/2023",Junta de Gobierno del Ayuntamiento de A Coruña
86,"521/2020/1017
Reurbanización Rampa del Matadero, financiado con los fondos Next Generation EU","Obras
Construcción",Evaluación,"453.606,01",Present. Oferta:02/10/2023,Junta de Gobierno del Ayuntamiento de A Coruña
87,"521/2023/366
Obras ordinarias de urbanización en la avenida de A Sardiñeira entre la Ronda de Outeiro y el futuro acceso a la terminal de autobuses. Financiado con los fondos Next Generation EU","Obras
Construcción",Evaluación,"1.499.851,23",Present. Oferta:27/09/2023,Junta de Gobierno del Ayuntamiento de A Coruña
88,"521/2022/536
Obras de reurbanización de la calle Pla y Cancela. Financiado con los fondos Next Generation EU","Obras
Construcción",Evaluación,"932.635,59",Present. Oferta:27/09/2023,Junta de Gobierno del Ayuntamiento de A Coruña
89,"238/2022/523
Servicios de Gestión, Coordinación y Dinamización del Espacio para la Juventud de la Plaza José Toubes Pego - O Remanso","Servicios
Otros servicios",Resuelta,"42.535,68","Publicación PLACSP:
Adjudicación:21/07/2023
Formalización:31/08/2023",Junta de Gobierno del Ayuntamiento de A Coruña
90,"521/2022/446
Procedimiento abierto simplificado para la contratación de las obras contenidas en el proyecto de mejora de accesibilidad mediante elementos electromecánicos en la Escalinata de Adelaida Muro, financiado por la Unión Europea - Next Generation","Obras
Construcción general de inmuebles y obras de ingeniería civil",Evaluación,"908.457,50",Present. Oferta:19/09/2023,Junta de Gobierno del Ayuntamiento de A Coruña
91,"521/2020/946
Procedimiento abierto simplificado para la contratación de las obras contenidas en el proyecto de ""mejora de accesibilidad en el itinerario entre Avenida Peruleiro y Calle Barcelona”, financiado por la Unión Europea - Next Generation","Obras
Construcción general de inmuebles y obras de ingeniería civil",Evaluación,"503.545,75",Present. Oferta:19/09/2023,Junta de Gobierno del Ayuntamiento de A Coruña
92,"244/2023/296
Procedimiento abierto simplificado abreviado para la contratación mixta de suministro y servicio- de productos publicitarios para las campañas informativas y programas de formación e información, por lotes, para la OMIC","Servicios
Servicios de publicidad",Adjudicada,"9.064,90","Publicación PLACSP:
Adjudicación:10/08/2023",Junta de Gobierno del Ayuntamiento de A Coruña
93,"105/2022/4657
Procedimiento abierto simplificado abreviado para contratar el servicio de organización e impartición de distintas acciones formativas así como otras actuaciones de orientación y asesoramiento laboral en el Centro García-Sabell 2023","Servicios
Otros servicios",Adjudicada,"49.983,47","Publicación PLACSP:
Adjudicación:29/08/2023",Junta de Gobierno del Ayuntamiento de A Coruña
94,"541/2022/2354
Servicio de Mantenimiento y explotación de la red de vigilancia de la contaminación acústica del Ayuntamiento de A Coruña","Servicios
Otros servicios",Resuelta,"14.462,81","Publicación PLACSP:
Adjudicación:12/07/2023
Formalización:29/08/2023",Junta de Gobierno del Ayuntamiento de A Coruña
95,"211/2023/561
Organización de la 1ª edición del Gran Premio Internacional Cidade da Coruña de Frontón de 36 metros en la ciudad de A Coruña","Servicios
Otros servicios",Resuelta,"24.998,76","Publicación PLACSP:
Adjudicación:17/08/2023
Formalización:18/08/2023",Junta de Gobierno del Ayuntamiento de A Coruña
96,"239/2023/178
Adquisición de Sistemas de Audio y Comunicación en Red Digitales, Iluminación Digital y Vídeo Digital para el Auditorio del Fórum Metropolitano","Suministros
Adquisición",Resuelta,"44.127,95","Publicación PLACSP:
Adjudicación:28/07/2023
Formalización:09/08/2023",Presidencia del Instituto Municipal Coruña Espectáculos
97,"238/2021/497
Desarrollo del sistema de indicadores de desarrollo urbano sostenible, igualdad y diversidad (SIDUSID) del Nuevo Observatorio Urbano - Observatorio Municipal de Igualdad, Diversidad y Sostenibilidad de A Coruña (NOU-OMIDS) en el marco de la LA32_OP32 de la estrategia DUSI de A Coruña (EidusCoruña), cofinanciado por el Fondo Europeo de Desarrollo Regional (FEDER).","Servicios
Servicios de informática y servicios conexos",Resuelta,"93.649,68","Publicación PLACSP:
Adjudicación:16/06/2023
Formalización:30/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
98,"236/2023/13
Obras comprendidas en el proyecto de reparación de las fachadas de la EIM Os Cativos - FASE 1","Obras
Otros acabados de edificios y obras",Resuelta,"74.195,47","Publicación PLACSP:
Adjudicación:21/07/2023
Formalización:28/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
99,"236/2022/262
Suministro de Material de Merchandising o Material promocional serigrafiado no inventariable destinado a usuarios de programas educativos llevados a cabo por el Servicio de Educación del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"48.130,00","Publicación PLACSP:
Adjudicación:21/07/2023
Formalización:28/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
100,"236/2023/54
Servicio de gestión del programa educativo municipal ""Idiomas do Mundo"", para la realización de 28 estancias de cuatro semanas en Irlanda o Francia para el aprendizaje de idiomas por parte de alumnado de 1º de bachillerato","Servicios
Otros servicios",Parcialmente Resuelta,"132.843,20","Publicación PLACSP:
Adjudicación:30/06/2023
Formalización:27/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
101,"521/2022/1024
Contratación de obras comprendidas en el proyecto de carril bici en la Avenida de Arteixo, entre la Ronda de Nelle y A Sardiñeira, presupuestos participativos 2021","Obras
Construcción de autopistas,carreteras, campos de aterrizaje, vías férreas y centros deportivos",Adjudicada,"113.965,27","Publicación PLACSP:
Adjudicación:26/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
102,"105/2023/665
Obras comprendidas en el proyecto de reforma del local para el centro de baja exigencia Padre Rubinos - Fase 1, cofinanciado en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del programa europeo operativo plurirregional de España 2014-2020","Obras
Construcción general de inmuebles y obras de ingeniería civil",Resuelta,"622.051,38","Publicación PLACSP:
Adjudicación:26/07/2023
Formalización:27/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
103,"100/2023/2
Servicios de gestión de la cartera de dominios de internet del Ayuntamiento de A Coruña","Servicios
Otros servicios",Resuelta,"9.000,00","Publicación PLACSP:
Adjudicación:17/07/2023
Formalización:26/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
104,"000/2023/12
Edición, impresión, distribución y suministro de 10.500 ejemplares del almanaque de sobremesa del Ayuntamiento de A Coruña correspondiente al año 2024","Suministros
Adquisición",Resuelta,"6.195,00","Publicación PLACSP:
Adjudicación:12/07/2023
Formalización:21/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
105,"510/2023/5
Servicios de Organización, Producción y Difusión de Acciones para Dinamizar el Comercio Local con motivo de la celebración del Samaín","Servicios
Otros servicios",Resuelta,"49.570,21","Publicación PLACSP:
Adjudicación:16/06/2023
Formalización:20/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
106,"525/2022/108 L11
Concesión administrativa para la utilización privativa y explotación de los puestos exteriores del Mercado Municipal de San Agustín. (Reapertura del plazo de presentación de ofertas en el Lote 11).",Concesión de Servicios,Resuelta,"0,00","Publicación PLACSP:
Adjudicación:05/07/2023
Formalización:19/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
107,"861/2022/260
Suministro de vestuario, dotación y equipamiento de la Policía Local de A Coruña","Suministros
Adquisición",Resuelta,"136.361,88","Publicación PLACSP:
Adjudicación:16/06/2023
Formalización:15/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
108,"370/2023/35
Concierto de una operación de préstamo a largo plazo, con previa apertura de crédito, en dos lotes de 5.473.562,16 € y 5.370.177,32 €, con destino al financiamiento de la relación de inversiones incluidos en el expediente de modificación de créditos M1/2023 por importe total de 10.843.739,48 €",Privado,Parcialmente Resuelta,"10.843.739,48","Publicación PLACSP:
Adjudicación:30/06/2023
Formalización:14/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
109,"521/2022/1019
Procedimiento abierto simplificado abreviado para contratar las obras comprendidas en el proyecto de “Reforma o ampliación Parque infantil Sardiñeira (Centro Cívico los Mallos), Presupuestos Participativos 2021","Obras
Construcción",Adjudicada,"70.664,63","Publicación PLACSP:
Adjudicación:12/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
110,"211/2023/434
Servicio de organización del torneo de baloncesto open de la competición ""Herbalife 3x3 series"" en la ciudad de A Coruña","Servicios
Servicios de esparcimiento, culturales y deportivos",Resuelta,"49.586,78","Publicación PLACSP:
Adjudicación:13/07/2023
Formalización:13/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
111,"111/2022/139
Concurso de proyectos con intervención de Jurado para la rehabilitación del antiguo Mercado de Santa Lucía","Servicios
Otros servicios",Resuelta,"37.190,08","Publicación PLACSP:
Adjudicación:05/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
112,"106/2023/136
Obras comprendidas en el proyecto de ""Reurbanización del Espacio Público situado dentro del ámbito del Área de Rehabilitación y Regeneración Urbana (ARRU) del Ventorrillo - Casas de Franco","Obras
Construcción",Resuelta,"388.429,75","Publicación PLACSP:
Adjudicación:05/07/2023
Formalización:06/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
113,"100/2022/19
Servicio de Monedero Digital Millenium QR","Servicios
Otros servicios",Resuelta,"238.512,40","Publicación PLACSP:
Adjudicación:07/06/2023
Formalización:06/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
114,"6A1/2021/44
Servicios de asistencia técnica para la producción, grabación, realización y edición de videos para la Estrategia EidusCoruña – Cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Programa Operativo Plurirregional de España 2014-2020,","Servicios
Otros servicios",Resuelta,"42.024,80","Publicación PLACSP:
Adjudicación:20/07/2021
Formalización:06/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
115,"521/2022/385
Asistencia técnica para apoyo a los técnicos municipales en la elaboración de informes de supervisión de proyectos. Por lotes.","Servicios
Otros servicios",Resuelta,"100.682,60","Publicación PLACSP:
Adjudicación:23/12/2022
Formalización:05/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
116,"370/2023/35 L1
Concierto de una operación de préstamo a largo plazo, con previa apertura de crédito, en dos lotes de 5.473.562,16 € y 5.370.177,32 €, con destino al financiamiento de la relación de inversiones incluidos en el expediente de modificación de créditos M1/2023 por importe total de 10.843.739,48 €. EXPEDIENTE INCOADO PARA REAPERTURA DEL LOTE 1",Privado,Resuelta,"10.843.739,48","Publicación PLACSP:
Adjudicación:03/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
117,"370/2022/67
Servicio bancario de instalación de Terminales Punto de Venta en las dependencias del Ayuntamiento de A Coruña, por lotes","Servicios
Otros servicios",Resuelta,"80.000,00","Publicación PLACSP:
Adjudicación:09/06/2023
Formalización:04/07/2023",Junta de Gobierno del Ayuntamiento de A Coruña
